desig,popular,type,con,ra_h,dec_deg,size_arcmin,mag,magband,sb
NGC404,,GAL_ES0,And,1.15722,35.7181,3.4,11.73,V,22.61
NGC1084,,GAL_SA,Eri,2.76667,-7.5783,3.4,10.73,V,22.24
NGC1351,,GAL_ES0,For,3.50944,-34.8539,3.4,12.3,B,23.82
NGC1385,,GAL_SA,For,3.62444,-24.5003,3.4,10.94,V,22.46
IC2058,,GAL_SA,Dor,4.29806,-55.9328,3.4,13.9,B,23.46
NGC3733,,GAL_SAB,UMa,11.58389,54.8503,3.4,13.2,B,23.41
NGC7496,,GAL_SA,Gru,23.16306,-43.4281,3.4,13.9,V,22.96
NGC2805,,GAL_SAB,UMa,9.33889,64.1028,3.39,11.9,B,23.0
IC2513,,GAL_SA,Ant,9.83333,-32.8828,3.39,13.29,B,23.8
NGC7007,,GAL_ES0,Ind,21.09083,-52.5517,3.39,12.04,V,24.22
NGC439,,GAL_ES0,Scl,1.22944,-31.7469,3.38,12.38,B,24.24
NGC3447A,,GAL_SA,Leo,10.89,16.7722,3.38,14.3,B,25.37
NGC5334,,GAL_SA,Vir,13.88167,-1.1144,3.38,12.0,B,24.15
NGC524,,GAL_S0A,Psc,1.41306,9.5386,3.37,11.5,B,22.78
NGC1357,,GAL_SA,Eri,3.55444,-13.6642,3.37,12.44,B,23.6
NGC1892,,GAL_SA,Dor,5.28556,-64.9594,3.37,12.72,B,23.21
IC2163,,GAL_SA,CMa,6.27417,-21.3756,3.37,12.55,B,22.11
NGC2424,,GAL_SA,Lyn,7.6775,39.2331,3.37,13.9,B,23.77
NGC2713,,GAL_SB,Hya,8.95556,2.9211,3.37,12.9,B,23.48
IC2995,,GAL_GENERIC,Hya,12.09639,-27.9403,3.37,13.03,B,23.46
NGC4496A,,GAL_SA,Vir,12.52722,3.9394,3.37,11.71,B,23.32
NGC4984,,GAL_S0A,Vir,13.14917,-15.5164,3.37,12.0,B,23.55
NGC5908,,GAL_SB,Dra,15.27833,55.4092,3.37,13.5,B,23.67
NGC289,,GAL_SB,Scl,0.87806,-31.2056,3.36,13.44,V,22.84
NGC1145,,GAL_SA,Eri,2.90917,-18.635,3.36,13.55,B,23.83
NGC4452,,GAL_S0,Vir,12.47833,11.755,3.36,11.98,V,24.03
NGC3027,,GAL_SA,UMa,9.92806,72.2033,3.35,12.3,B,22.73
NGC3810,,GAL_SA,Leo,11.68306,11.4711,3.35,11.4,B,22.32
NGC4380,,GAL_SAB,Vir,12.42278,10.0167,3.35,13.4,B,23.24
IC3608,,GAL_SA,Vir,12.64333,10.4758,3.35,15.4,B,24.76
NGC5254,,GAL_SA,Vir,13.66056,-11.4939,3.35,12.2,B,23.34
NGC5850,,GAL_SA,Vir,15.11889,1.5442,3.35,11.5,B,23.0
IC3687,,GAL_IRR,CVn,12.70417,38.5031,3.34,15.5,B,25.04
NGC1600,,GAL_E,Eri,4.52778,-5.0864,3.33,8.9,B,23.39
NGC6907,,GAL_SA,Cap,20.41833,-24.8092,3.33,11.3,V,23.09
NGC7507,,GAL_E,Scl,23.20194,-28.5394,3.33,11.6,B,22.87
NGC895,,GAL_SA,Cet,2.35972,-5.5214,3.32,11.73,V,23.3
NGC1888,,GAL_GENERIC,Lep,5.37583,-11.4992,3.32,13.0,B,23.36
NGC3882,,GAL_SB,Cen,11.76833,-56.3881,3.32,12.5,B,23.68
NGC3981,,GAL_SA,Crv,11.93528,-19.8958,3.32,11.75,B,23.14
NGC6643,,GAL_SA,Dra,18.32917,74.5683,3.32,11.8,B,22.51
NGC972,,GAL_SA,Ari,2.57028,29.3111,3.31,12.1,B,23.06
NGC1090,,GAL_SA,Cet,2.77583,0.2469,3.31,12.3,B,23.32
NGC1169,,GAL_SA,Per,3.05944,46.3861,3.31,13.2,B,23.32
IC2554,,GAL_SB,Car,10.1475,-67.0306,3.31,13.2,V,23.11
NGC3312,,GAL_SA,Hya,10.61722,-27.565,3.31,13.96,V,23.35
NGC2031,,GLOBULAR,Men,5.56167,-70.9867,3.3,10.83,V,
IC2146,,GLOBULAR,Men,5.62944,-74.7831,3.3,12.41,V,
NGC2210,,GLOBULAR,Dor,6.19167,-69.1214,3.3,10.94,V,
NGC2483,,OPENCLUSTER,Pup,7.9275,-27.8867,3.3,7.6,V,
NGC2579,,CLUSTERNEB,Pup,8.34806,-36.2169,3.3,,V,
NGC3603,,CLUSTERNEB,Car,11.25167,-61.2608,3.3,,V,
NGC4220,,GAL_S0A,CVn,12.26972,47.8831,3.3,12.4,B,23.36
NGC4835,,GAL_SA,Cen,12.96889,-46.2642,3.3,11.74,V,22.57
NGC5694,,GLOBULAR,Hya,14.66028,-26.5381,3.3,10.89,V,
NGC5999,,OPENCLUSTER,Nor,15.86917,-56.4728,3.3,9.0,V,
IC1257,,GLOBULAR,Oph,17.45194,-7.0931,3.3,,V,
NGC6396,,OPENCLUSTER,Sco,17.62667,-35.0256,3.3,8.5,V,
NGC6624,,GLOBULAR,Sgr,18.39444,-30.3614,3.3,,V,
NGC7817,,GAL_SA,Peg,0.06639,20.7522,3.29,11.94,V,23.0
NGC3256,,GAL_SA,Vel,10.46417,-43.9039,3.29,11.33,V,23.12
NGC4941,,GAL_SAB,Vir,13.07028,-5.5517,3.29,12.23,V,23.09
NGC6689,,GAL_SAB,Dra,18.58056,70.5239,3.29,12.6,B,23.29
IC5270,,GAL_GENERIC,PsA,22.96528,-35.8581,3.29,13.0,B,23.73
NGC7723,,GAL_SB,Aqr,23.64917,-12.9608,3.29,11.0,B,23.0
NGC973,,GAL_SA,Tri,2.57194,32.5056,3.28,13.7,B,23.81
NGC1533,,GAL_ES0,Dor,4.16417,-56.1181,3.27,10.92,V,23.08
NGC3887,,GAL_SA,Crt,11.78444,-16.8544,3.27,11.4,B,22.54
NGC5389,,GAL_S0A,UMa,13.935,59.7419,3.27,13.2,B,23.99
NGC5878,,GAL_SA,Lib,15.22917,-14.2694,3.27,12.1,B,22.94
IC4595,,GAL_SA,TrA,16.34556,-70.1422,3.26,13.1,B,23.39
NGC1521,,GAL_E,Eri,4.13833,-21.0517,3.25,12.31,B,23.82
NGC2782,,GAL_SAB,Lyn,9.23444,40.1136,3.25,11.63,V,23.47
NGC1827,,GAL_SA,Col,5.16806,-36.9603,3.24,13.26,B,23.21
IC2135,,GAL_SA,Col,5.55333,-36.3989,3.24,13.27,B,23.24
NGC2787,,GAL_S0A,UMa,9.32167,69.2031,3.24,11.79,V,22.84
NGC3957,,GAL_S0A,Crt,11.90056,-19.5689,3.24,13.0,B,24.09
NGC5290,,GAL_SA,CVn,13.75528,41.7125,3.24,16.5,V,23.63
IC5078,,GAL_SA,Cap,21.04167,-16.8181,3.24,12.8,B,23.44
NGC1886,,GAL_SA,Lep,5.36306,-23.8103,3.22,13.62,B,23.52
NGC2357,,GAL_SA,Gem,7.29444,23.3567,3.22,14.6,B,24.15
NGC3041,,GAL_SAB,Leo,9.88528,16.6775,3.22,13.1,B,23.21
NGC3692,,GAL_SA,Leo,11.47306,9.4075,3.22,12.9,B,23.45
NGC4064,,GAL_SB,Com,12.06944,18.4433,3.22,12.5,B,22.94
NGC5905,,GAL_SA,Dra,15.25639,55.5172,3.22,13.6,B,24.41
NGC7038,,GAL_SAB,Ind,21.25194,-47.2206,3.22,12.69,B,23.34
IC529,,GAL_SA,Cam,9.30917,73.7592,3.21,12.0,B,23.25
NGC7339,,GAL_SAB,Peg,22.62944,23.7867,3.21,13.1,B,23.46
NGC217,,GAL_SB,Cet,0.69278,-10.0214,3.2,12.1,V,24.04
NGC974,,GAL_SAB,Tri,2.57389,32.9544,3.2,13.9,B,25.16
NGC1311,,GAL_SB,Hor,3.33528,-52.1856,3.2,12.93,V,23.41
NGC2020,,EMISSION,Dor,5.55333,-67.7156,3.2,,V,
NGC2203,,GLOBULAR,Men,6.07833,-75.4381,3.2,11.29,V,
NGC2672,,GAL_E,Cnc,8.82278,19.0747,3.2,13.1,B,24.04
NGC2832,,GAL_E,Lyn,9.32944,33.7497,3.2,13.17,V,24.16
NGC5690,,GAL_SA,Vir,14.62806,2.2906,3.2,13.1,B,22.79
NGC5728,,GAL_SA,Lib,14.70667,-17.2531,3.2,13.4,V,23.22
NGC6788,,GAL_SA,Tel,19.44694,-54.9514,3.2,12.87,B,23.48
IC5240,,GAL_SB,Gru,22.69778,-44.7669,3.2,11.31,V,23.79
NGC2859,,GAL_S0A,LMi,9.40528,34.5133,3.19,11.8,B,23.11
NGC6951,,GAL_SAB,Cep,20.62056,66.1056,3.19,10.65,V,22.89
NGC7513,,GAL_SB,Scl,23.22056,-28.3575,3.19,12.73,B,23.48
NGC615,,GAL_SA,Cet,1.58472,-7.3403,3.18,12.8,B,22.98
NGC1637,,GAL_SA,Eri,4.69083,-2.8581,3.18,11.4,B,22.68
NGC3608,,GAL_E,Leo,11.28306,18.1486,3.18,11.7,B,22.95
NGC4123,,GAL_SA,Vir,12.13639,2.8781,3.18,13.1,B,22.95
NGC4504,,GAL_SAB,Vir,12.53806,-7.5631,3.18,12.1,B,23.01
NGC6861,,GAL_ES0,Tel,20.12167,-48.3703,3.18,11.1,V,23.32
IC5071,,GAL_SA,Pav,21.02194,-72.6428,3.17,13.28,B,23.19
NGC128,,GAL_S0,Psc,0.48722,2.8639,3.16,13.2,B,23.79
NGC2340,,GAL_E,Lyn,7.18639,50.1747,3.16,13.9,B,24.06
NGC3203,,GAL_S0A,Hya,10.32583,-26.6989,3.16,13.22,B,24.2
NGC3620,,GAL_SB,Cha,11.26806,-76.2164,3.16,15.9,B,25.86
NGC4546,,GAL_ES0,Vir,12.59167,-3.7931,3.16,10.32,V,22.56
NGC4550,,GAL_S0,Vir,12.59167,12.2206,3.16,11.68,V,23.57
NGC5846A,,GAL_E,Vir,15.10806,1.5947,3.16,13.37,V,24.08
NGC6223,,GAL_ES0,Dra,16.71778,61.5789,3.16,13.1,B,24.18
NGC2648,,GAL_SA,Cnc,8.71083,14.2856,3.15,11.82,V,23.61
NGC4951,,GAL_SAB,Vir,13.08556,-6.4939,3.14,12.5,B,22.96
NGC5963,,GAL_SAB,Dra,15.55778,56.5594,3.14,13.65,V,24.07
NGC7361,,GAL_SA,PsA,22.70472,-30.0578,3.14,12.5,V,23.08
NGC3226,,GAL_E,Leo,10.39056,19.8983,3.13,13.33,V,23.69
NGC3976,,GAL_SA,Vir,11.93222,6.7492,3.13,12.8,B,22.8
NGC4346,,GAL_S0,CVn,12.39083,46.9936,3.13,12.3,B,23.29
NGC4564,,GAL_E,Vir,12.60722,11.4392,3.13,11.12,V,23.25
NGC5584,,GAL_SAB,Vir,14.37306,0.3878,3.13,12.8,B,23.71
IC3370,,GAL_E,Cen,12.46028,-39.3378,3.12,12.12,V,23.32
IC4785,,GAL_SB,Pav,18.88167,-59.2556,3.12,13.1,B,23.84
NGC7329,,GAL_SB,Tuc,22.67306,-66.4789,3.12,11.31,V,23.36
NGC1700,,GAL_E,Eri,4.94889,-4.8656,3.11,12.0,B,23.34
NGC3390,,GAL_SA,Hya,10.80083,-31.5331,3.11,13.41,V,23.17
NGC949,,GAL_SA,Tri,2.51333,37.1367,3.1,11.98,V,23.07
NGC1317,Fornax B,GAL_SAB,For,3.37889,-37.1033,3.1,11.02,V,22.96
NGC1818,,GLOBULAR,Dor,5.07056,-66.4342,3.1,9.7,B,
NGC3126,,GAL_SAB,LMi,10.13917,31.8625,3.1,13.5,B,23.76
NGC3281,,GAL_SA,Ant,10.53083,-34.8533,3.1,14.02,V,23.34
NGC3396,,GAL_SA,LMi,10.83167,32.9906,3.1,12.5,V,22.96
NGC3706,,GAL_ES0,Cen,11.49556,-36.3914,3.1,11.08,V,23.53
NGC4771,,GAL_SA,Vir,12.88917,1.2689,3.1,12.92,B,22.97
NGC5833,,GAL_SB,Aps,15.19806,-72.8592,3.1,12.3,B,23.19
NGC6255,,GAL_GENERIC,Her,16.91306,36.5008,3.1,13.4,B,24.17
NGC7689,,GAL_SAB,Phe,23.55444,-54.0942,3.1,12.14,B,22.95
NGC918,,GAL_SA,Ari,2.43056,18.4961,3.09,15.01,V,23.8
NGC3646,,GAL_SA,Leo,11.36167,20.1694,3.09,11.13,V,22.37
NGC4417,,GAL_S0,Vir,12.44722,9.5842,3.09,12.2,B,23.07
NGC4709,,GAL_E,Cen,12.83417,-41.3817,3.09,11.32,V,23.36
NGC5916,,GAL_SB,Lib,15.36056,-13.1692,3.09,14.0,B,24.1
NGC678,,GAL_SB,Ari,1.82333,21.9972,3.08,13.3,B,23.61
NGC2525,,GAL_SA,Pup,8.09389,-11.4267,3.08,11.8,B,23.18
NGC3294,,GAL_SAB,LMi,10.60417,37.3244,3.08,11.5,B,22.78
NGC3892,,GAL_S0A,Crt,11.80028,-10.9617,3.08,12.21,B,24.0
NGC4425,,GAL_S0A,Vir,12.45333,12.7344,3.08,11.83,V,23.92
NGC5719,,GAL_SAB,Vir,14.68194,0.3181,3.08,13.1,B,23.97
NGC6814,,GAL_SAB,Aql,19.71139,-10.3233,3.08,14.21,V,22.23
NGC7416,,GAL_SB,Aqr,22.92806,-5.4953,3.08,13.0,B,23.29
NGC7721,,GAL_SA,Aqr,23.64667,-6.5178,3.08,12.4,B,22.33
NGC547,,GAL_E,Cet,1.43333,-1.3453,3.07,13.34,V,24.43
NGC1679,,GAL_SB,Cae,4.83167,-31.9644,3.07,12.0,B,23.54
NGC4010,,GAL_SB,UMa,11.97694,47.2614,3.07,13.1,B,23.04
IC3877,,GAL_GENERIC,Com,12.91333,19.1781,3.07,14.1,B,23.92
NGC5328,,GAL_E,Hya,13.88139,-28.4892,3.07,12.74,B,23.98
NGC5885,,GAL_SAB,Lib,15.25083,-10.0858,3.07,11.7,B,23.37
NGC5982,,GAL_E,Dra,15.64417,59.3556,3.07,12.4,B,23.26
IC4951,,GAL_SB,Pav,20.15889,-61.8506,3.07,13.84,V,23.93
IC5273,,GAL_GENERIC,Gru,22.99056,-37.7028,3.07,11.45,V,23.36
NGC1589,,GAL_SA,Tau,4.5125,0.8636,3.06,13.8,B,23.28
NGC3544,,GAL_SA,Crt,11.19167,-18.2892,3.06,12.81,B,23.71
NGC5426,,GAL_SA,Vir,14.05667,-6.0692,3.06,12.6,B,23.12
IC1959,,GAL_SB,Hor,3.55333,-50.4142,3.05,12.96,V,23.08
NGC1558,,GAL_SA,Cae,4.33778,-45.0314,3.05,13.28,B,23.5
NGC2300,,GAL_ES0,Cep,7.53889,85.7094,3.05,12.2,B,23.33
NGC2811,,GAL_SB,Hya,9.26944,-16.3128,3.05,12.66,B,22.93
NGC4650,,GAL_S0A,Cen,12.73889,-40.7317,3.05,11.91,V,23.73
IC3896,,GAL_E,Cen,12.94528,-50.3467,3.05,11.6,V,23.45
NGC5892,,GAL_SAB,Lib,15.23,-15.4639,3.05,12.0,B,24.21
IC4827,,GAL_SA,Pav,19.2225,-60.8603,3.05,13.26,B,23.54
NGC3078,,GAL_E,Hya,9.97333,-26.9267,3.04,11.07,V,23.34
NGC4424,,GAL_SA,Vir,12.45306,9.4206,3.04,13.1,B,23.15
NGC6340,,GAL_S0A,Dra,17.17333,72.3042,3.04,11.01,V,23.1
NGC7140,,GAL_SAB,Ind,21.87056,-55.5694,3.04,13.49,V,23.16
NGC7162,,GAL_SA,Gru,21.99417,-43.3058,3.04,13.36,B,23.61
NGC1723,,GAL_SA,Eri,4.99056,-10.9806,3.03,12.5,B,
NGC2369,,GAL_SA,Car,7.27694,-62.3433,3.03,13.23,B,23.68
NGC4435,,GAL_S0,Vir,12.46083,13.0789,3.03,10.8,V,22.66
NGC4531,,GAL_S0A,Vir,12.57083,13.0753,3.03,12.42,B,23.4
NGC4645A,,GAL_S0,Cen,12.71806,-41.3589,3.03,13.45,B,24.5
NGC4691,,GAL_S0A,Vir,12.80389,-3.3328,3.03,11.08,V,22.59
NGC5354,,GAL_S0,CVn,13.89056,40.3025,3.03,12.3,B,23.42
NGC5806,,GAL_SA,Vir,15.0,1.8911,3.03,11.7,V,23.05
NGC5951,,GAL_GENERIC,---,15.56167,15.0072,3.03,13.8,B,23.61
NGC7541,,GAL_GENERIC,Psc,23.24556,4.5342,3.03,12.7,B,22.75
NGC7590,,GAL_SA,Gru,23.31528,-42.2392,3.03,13.76,V,22.53
NGC2258,,GAL_S0,Cam,6.79583,74.4817,3.02,13.2,B,24.13
NGC2541,,GAL_SAB,Lyn,8.24417,49.0617,3.02,11.8,V,22.85
NGC3001,,GAL_SA,Ant,9.77167,-30.4372,3.02,11.83,V,23.5
IC712,,GAL_E,UMa,11.58028,49.0775,3.02,14.8,B,25.42
IC3253,,GAL_SA,Cen,12.39556,-34.6219,3.02,11.62,V,22.99
NGC5854,,GAL_S0A,Vir,15.13,2.5686,3.02,13.1,B,23.67
IC4522,,GAL_SA,Aps,15.19139,-75.8597,3.02,13.1,B,
NGC5921,,GAL_SA,---,15.36556,5.0703,3.02,12.7,B,22.51
NGC493,,GAL_SA,Cet,1.36917,0.9453,3.01,13.0,B,23.13
NGC545,,GAL_ES0,Cet,1.43306,-1.3403,3.01,13.34,V,24.49
NGC685,,GAL_SA,Eri,1.79528,-52.7617,3.01,12.02,B,22.8
NGC1387,,GAL_ES0,For,3.61556,-35.5067,3.01,10.69,V,22.92
NGC3271,,GAL_S0,Ant,10.50694,-35.3592,3.01,11.73,V,23.92
IC5011,,GAL_S0,Mic,20.47583,-36.0269,3.01,12.67,B,23.76
IC1670,,GAL_PAIR,Cet,1.31417,-16.8028,3.0,,V,
NGC1624,,CLUSTERNEB,Per,4.67667,50.4617,3.0,11.8,V,
NGC1850,,GLOBULAR,Dor,5.14556,-68.7617,3.0,8.96,V,
NGC2004,,GLOBULAR,Dor,5.51167,-67.2864,3.0,9.6,B,
NGC2162,,GLOBULAR,Dor,6.00806,-63.7214,3.0,12.7,V,
NGC2149,,REFLECTION,Mon,6.05833,-9.7306,3.0,,V,
NGC2163,,REFLECTION,Ori,6.13056,18.6572,3.0,,V,
NGC2182,,REFLECTION,Mon,6.15833,-6.3264,3.0,9.0,B,
NGC2282,,HII,Mon,6.78083,1.3158,3.0,10.0,B,
NGC2453,,OPENCLUSTER,Pup,7.79278,-27.1944,3.0,8.3,V,
NGC3503,,REFLECTION,Car,11.02139,-59.8456,3.0,,V,
NGC3576,,HII,Car,11.19194,-61.3631,3.0,,V,
IC2966,,REFLECTION,Mus,11.83694,-64.8731,3.0,,V,
NGC4676,Mice Galaxy,GAL_PAIR,Com,12.76944,30.7269,3.0,,V,
NGC5903,,GAL_E,Lib,15.31028,-24.0683,3.0,11.48,V,23.45
IC4684,,REFLECTION,Sgr,18.15194,-23.4356,3.0,,V,
IC4819,,GAL_SA,Pav,19.11833,-59.4667,3.0,14.15,B,23.68
NGC6813,,PLANETARY,Vul,19.67278,27.3094,3.0,,V,
IC4954,,HII,Vul,20.07917,29.2528,3.0,,V,
NGC6914,,REFLECTION,Cyg,20.41167,42.4825,3.0,,V,
IC5271,,GAL_SA,PsA,22.96694,-33.7419,3.0,12.47,B,22.79
NGC7492,,GLOBULAR,Aqr,23.14056,-15.6114,3.0,10.48,V,
IC1954,,GAL_SA,Hor,3.52528,-51.9044,2.99,12.14,B,22.84
IC1970,,GAL_SA,Hor,3.60889,-43.9567,2.99,12.44,V,23.14
NGC2552,,GAL_SAB,Lyn,8.32222,50.0094,2.99,12.56,V,23.26
NGC3104,,GAL_IRR,LMi,10.06556,40.7567,2.99,14.2,B,24.57
NGC3347B,,GAL_SB,Ant,10.69972,-36.9353,2.99,13.71,B,23.48
NGC5087,,GAL_ES0,Vir,13.34028,-20.6108,2.99,12.08,V,23.35
NGC5112,,GAL_GENERIC,CVn,13.36556,38.7344,2.99,12.5,B,23.34
IC4889,,GAL_E,Tel,19.75417,-54.3442,2.99,11.08,V,23.3
IC5328,,GAL_E,Phe,23.55417,-45.0158,2.99,11.03,V,23.48
NGC5894,,GAL_SA,Dra,15.19444,59.8089,2.98,13.4,B,22.94
IC5105,,GAL_E,Mic,21.40583,-40.5378,2.98,11.54,V,23.78
NGC1087,,GAL_SA,Cet,2.77333,0.4983,2.97,11.5,B,22.2
NGC1436,,GAL_SA,Eri,3.72667,-35.8531,2.97,12.49,B,23.33
NGC3285,,GAL_SA,Hya,10.56,-27.4542,2.97,12.08,V,23.8
NGC3448,,GAL_SA,UMa,10.91056,54.3047,2.97,12.2,B,22.61
NGC4396,,GAL_SA,Com,12.43306,15.6714,2.97,12.58,V,23.32
NGC4684,,GAL_S0A,Vir,12.78806,-2.7275,2.97,12.4,B,23.16
NGC5264,,GAL_IRR,Hya,13.69333,-29.9131,2.97,12.39,V,23.42
NGC6753,,GAL_SA,Pav,19.19,-57.0492,2.97,11.04,V,22.92
NGC6875A,,GAL_SB,Tel,20.19889,-46.1442,2.97,13.96,B,23.82
NGC1156,,GAL_IRR,Ari,2.995,25.2378,2.96,11.74,V,22.96
NGC1439,,GAL_E,Eri,3.74694,-21.9206,2.96,12.23,B,23.52
IC421,,GAL_SA,Ori,5.53556,-7.9181,2.96,12.6,B,
NGC3250,,GAL_E,Ant,10.44194,-39.9439,2.96,11.03,V,23.38
NGC3313,,GAL_SA,Hya,10.62333,-25.3192,2.96,12.38,B,23.4
NGC4324,,GAL_S0A,Vir,12.38472,5.2503,2.96,12.5,B,23.42
IC4214,,GAL_SB,Cen,13.29528,-32.1017,2.96,11.65,V,23.11
NGC5162,,GAL_GENERIC,Vir,13.49056,11.0078,2.96,13.7,B,24.3
NGC5678,,GAL_SAB,Dra,14.535,57.9214,2.96,12.1,B,22.92
IC4484,,GAL_SA,Aps,14.79556,-73.3056,2.96,14.23,B,23.47
NGC5777,,GAL_SA,Dra,14.855,58.9778,2.96,14.2,B,23.96
NGC684,,GAL_SA,Tri,1.83694,27.6456,2.95,13.2,B,23.55
NGC1752,,GAL_SA,Eri,5.03556,-8.2406,2.95,13.0,B,23.36
NGC2591,,GAL_SA,Cam,8.62389,78.0264,2.95,12.8,B,22.73
NGC4835A,,GAL_SA,Cen,12.95333,-46.3744,2.95,14.07,B,23.56
NGC5756,,GAL_SA,Lib,14.79278,-14.8533,2.95,13.0,B,23.4
NGC7145,,GAL_E,Gru,21.88889,-47.8825,2.95,11.23,V,23.15
NGC7332,,GAL_S0,Peg,22.62333,23.7981,2.95,12.0,B,22.96
NGC450,,GAL_SAB,Cet,1.25806,0.8608,2.94,13.4,B,23.52
NGC855,,GAL_E,Tri,2.23417,27.8772,2.94,12.75,V,24.41
NGC1052,,GAL_E,Cet,2.68444,-8.2556,2.94,10.47,V,22.65
NGC2139,,GAL_SA,Lep,6.01889,-23.6728,2.94,11.71,V,22.8
NGC3258,,GAL_E,Ant,10.48167,-35.6056,2.94,11.72,V,23.7
NGC3626,,GAL_S0A,Leo,11.33417,18.3567,2.94,11.2,B,22.86
NGC4102,,GAL_SAB,UMa,12.10639,52.7108,2.94,11.8,B,22.76
NGC7125,,GAL_SAB,Ind,21.82083,-60.7131,2.94,12.37,V,23.53
NGC1292,,GAL_SA,For,3.30417,-27.6103,2.93,12.75,B,23.17
NGC2708,,GAL_SAB,Hya,8.93556,-3.3597,2.93,12.6,B,23.18
NGC2712,,GAL_SB,Lyn,8.99167,44.9139,2.93,12.3,B,23.41
NGC4589,,GAL_E,Dra,12.62333,74.1917,2.93,12.0,B,22.9
NGC6722,,GAL_SA,Pav,19.06083,-64.8942,2.93,13.56,B,23.56
NGC266,,GAL_SA,Psc,0.82972,32.2775,2.92,11.63,V,23.68
NGC337,,GAL_SB,Cet,0.99694,-7.5781,2.92,11.61,V,22.7
NGC536,,GAL_SA,And,1.43917,34.7028,2.92,13.2,B,23.8
NGC2964,,GAL_SA,Leo,9.71472,31.8472,2.92,12.0,B,22.88
NGC2992,,GAL_SA,Hya,9.76167,-14.3264,2.92,12.18,V,23.55
NGC3507,,GAL_SB,Leo,11.05667,18.1353,2.92,11.4,B,23.02
NGC4138,,GAL_S0A,CVn,12.15806,43.6853,2.92,11.32,V,23.3
NGC4168,,GAL_E,Vir,12.20444,13.205,2.92,11.18,V,23.21
NGC4393,,GAL_SA,Com,12.43056,27.5614,2.92,13.8,B,24.86
NGC5011,,GAL_E,Cen,13.21417,-43.0958,2.92,11.33,V,23.59
NGC5266,,GAL_S0,Cen,13.71694,-48.1692,2.92,11.14,V,23.11
NGC1200,,GAL_ES0,Eri,3.06472,-11.9917,2.91,13.0,B,24.65
NGC6654,,GAL_S0A,Dra,18.40194,73.1831,2.91,12.7,B,23.84
IC4991,,GAL_S0,Sgr,20.30639,-41.0503,2.91,12.33,B,23.73
NGC339,,GLOBULAR,Tuc,0.96167,-74.4731,2.9,12.21,V,
IC1633,,GAL_E,Phe,1.16556,-45.9308,2.9,12.23,B,23.73
NGC1461,,GAL_S0,Eri,3.8075,-16.3928,2.9,12.85,B,23.8
NGC1726,,GAL_S0,Eri,4.995,-7.7553,2.9,13.0,B,23.71
IC2150,,GAL_GENERIC,Col,5.85528,-38.3206,2.9,13.6,B,23.5
NGC2209,,GLOBULAR,Men,6.14306,-73.8381,2.9,13.15,V,
NGC3672,,GAL_SA,Crt,11.41694,-9.7953,2.9,11.9,B,22.68
NGC3755,,GAL_SA,UMa,11.60917,36.4103,2.9,13.9,B,24.14
NGC4224,,GAL_SAB,Vir,12.27583,7.4619,2.9,13.3,B,23.32
NGC3729,,GAL_SA,UMa,11.56333,53.1256,2.89,12.2,B,22.59
NGC4278,,GAL_E,Com,12.33528,29.2806,2.89,10.16,V,22.22
IC2233,,GAL_GENERIC,Lyn,8.23306,45.7419,2.88,12.63,V,21.84
NGC3367,,GAL_SA,Leo,10.77639,13.7508,2.88,11.5,V,23.04
NGC3533,,GAL_SAB,Cen,11.11889,-37.1728,2.88,13.79,B,24.16
NGC3686,,GAL_SB,Leo,11.46194,17.2242,2.88,11.6,B,22.82
NGC4151,,GAL_SA,CVn,12.17556,39.4056,2.88,11.48,V,22.23
NGC4498,,GAL_SA,Com,12.52778,16.8528,2.88,12.8,B,23.25
NGC4608,,GAL_S0,Vir,12.68667,10.1556,2.88,12.6,B,22.96
NGC5506,,GAL_SAB,Vir,14.22056,-3.2075,2.88,14.38,V,23.26
IC5325,,GAL_SA,Phe,23.47833,-41.3333,2.88,11.27,V,22.83
NGC755,,GAL_SB,Cet,1.93944,-9.0614,2.87,13.2,B,23.28
NGC1437B,,GAL_SA,Eri,3.76528,-36.3567,2.87,13.98,B,23.8
NGC3145,,GAL_SB,Hya,10.16917,-12.4339,2.87,12.4,B,22.86
NGC4639,,GAL_SA,Vir,12.71417,13.2572,2.87,12.72,V,22.79
NGC6893,,GAL_S0,Tel,20.34694,-48.2392,2.87,11.45,V,23.75
NGC259,,GAL_SA,Cet,0.80056,-2.7753,2.86,13.4,B,23.98
NGC315,,GAL_E,Psc,0.96333,30.3522,2.86,11.16,V,23.35
NGC470,,GAL_SA,Psc,1.32917,3.4097,2.86,11.78,V,23.16
NGC1024,,GAL_SA,Ari,2.65306,10.8467,2.86,13.8,B,23.61
NGC1374,,GAL_E,For,3.58806,-35.2264,2.86,11.08,V,23.16
NGC1426,,GAL_E,Eri,3.71333,-22.1081,2.86,11.44,V,23.4
IC2051,,GAL_SB,Men,3.86667,-83.8306,2.86,12.32,B,22.87
NGC1622,,GAL_SAB,Eri,4.61028,-3.1889,2.86,13.0,B,23.52
NGC2263,,GAL_SB,CMa,6.64139,-24.8483,2.86,12.86,B,23.58
NGC2742,,GAL_SA,UMa,9.12583,60.4792,2.86,12.0,B,22.56
NGC2921,,GAL_SAB,Hya,9.57556,-20.9203,2.86,12.95,B,23.55
NGC3283,,GAL_S0,Vel,10.51972,-46.2514,2.86,12.7,B,23.58
NGC4469,,GAL_S0A,Vir,12.49083,8.7497,2.86,12.6,B,22.73
